Log file open, 01/21/23 21:07:15
[2023.01.21-22.20.32:121][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/93G59BIRVGNNN8F4RZ6P3I815320DE4BE14303F516EFAABBF0CA54.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/0/18/93G59BIRVGNNN8F4RZ6P3I.uasset'
[2023.01.21-22.20.32:124][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/8/9F/AB1JUQKRWD172S8FOKH1OV
[2023.01.21-22.20.32:124][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/AB1JUQKRWD172S8FOKH1OV7B45B44D4B0453E2B75F98923CE34D93.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/8/9F/AB1JUQKRWD172S8FOKH1OV.uasset'
[2023.01.21-22.20.32:128][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/5I/9JS7XHXUJUWDONH86VVWZD
[2023.01.21-22.20.32:128][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/9JS7XHXUJUWDONH86VVWZDD96F2777446DF56961AF60996C777C79.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/5I/9JS7XHXUJUWDONH86VVWZD.uasset'
[2023.01.21-22.20.32:131][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/6Y/RCHMOM6CM0Q9MYSUNT8DI4
[2023.01.21-22.20.32:131][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/RCHMOM6CM0Q9MYSUNT8DI4F687FE904F6EC4E0F844A7B8CE534339.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/6Y/RCHMOM6CM0Q9MYSUNT8DI4.uasset'
[2023.01.21-22.20.32:133][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/B/2L/HCXUJA83497PHJOCCQ7LUM
[2023.01.21-22.20.32:133][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/HCXUJA83497PHJOCCQ7LUMFE24BA4E4C3E95784FC722903A026050.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/B/2L/HCXUJA83497PHJOCCQ7LUM.uasset'
[2023.01.21-22.20.32:135][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/9/Q5/TE291FSGQ7ODA71JBWKBY6
[2023.01.21-22.20.32:135][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/TE291FSGQ7ODA71JBWKBY62900C87747E648771EFD2DB1CA62E29C.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/9/Q5/TE291FSGQ7ODA71JBWKBY6.uasset'
[2023.01.21-22.20.32:138][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/CA/XLMFFDFQ9QK3J6B3W1VYKL
[2023.01.21-22.20.32:138][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/XLMFFDFQ9QK3J6B3W1VYKL05A9CFDB4BB7086388CC1FB0DE35D901.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/CA/XLMFFDFQ9QK3J6B3W1VYKL.uasset'
[2023.01.21-22.20.32:140][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/G2/ZEEP5IKZ13P7EYNBC1Z2XM
[2023.01.21-22.20.32:140][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/ZEEP5IKZ13P7EYNBC1Z2XM65E2DAC44FBE179D26A9B1BC425DD4AB.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/G2/ZEEP5IKZ13P7EYNBC1Z2XM.uasset'
[2023.01.21-22.20.32:142][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/8F/GTA7B71M1ZGGS5TMHLP9EV
[2023.01.21-22.20.32:142][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/GTA7B71M1ZGGS5TMHLP9EV3FD6B00C4FBB4AB3959AEC9F4C932792.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/8F/GTA7B71M1ZGGS5TMHLP9EV.uasset'
[2023.01.21-22.20.32:144][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/C/WW/YYHNQQ1GBQ8UHDIC3VOCQF
[2023.01.21-22.20.32:144][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/YYHNQQ1GBQ8UHDIC3VOCQF90D3A5F04AFAE180B8BCAC8E9ACFB586.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/C/WW/YYHNQQ1GBQ8UHDIC3VOCQF.uasset'
[2023.01.21-22.20.32:146][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/3/B6/YYJWVXATGTXMEHK5OT6GCW
[2023.01.21-22.20.32:146][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/YYJWVXATGTXMEHK5OT6GCWAE2B82A04B7A8F094DB058854B22D7D4.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/3/B6/YYJWVXATGTXMEHK5OT6GCW.uasset'
[2023.01.21-22.20.32:149][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/1/RM/OGAJFTCWI0A6UNRD1RQHR3
[2023.01.21-22.20.32:149][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/OGAJFTCWI0A6UNRD1RQHR3424D73754EDA6DA03282FDB25E5D0A40.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/1/RM/OGAJFTCWI0A6UNRD1RQHR3.uasset'
[2023.01.21-22.20.32:152][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/MV/ZY2EB1CI9M7IA3Q2OK9SQO
[2023.01.21-22.20.32:152][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/ZY2EB1CI9M7IA3Q2OK9SQO3F9D2EA54AA9D31CF24FA2942B47CE7F.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/MV/ZY2EB1CI9M7IA3Q2OK9SQO.uasset'
[2023.01.21-22.20.32:155][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/DB/SN8UJ188T1B7G8HCTG9X81
[2023.01.21-22.20.32:155][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/SN8UJ188T1B7G8HCTG9X81A23F23CD48A1CF50EE2C6880442F5C51.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/DB/SN8UJ188T1B7G8HCTG9X81.uasset'
[2023.01.21-22.20.32:157][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/OL/NOMLLBK4MMXW0OTFNFBUXH
[2023.01.21-22.20.32:157][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/NOMLLBK4MMXW0OTFNFBUXH840B01FF45222D2FA0D0A396CA90174E.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/OL/NOMLLBK4MMXW0OTFNFBUXH.uasset'
[2023.01.21-22.20.32:159][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/9/2M/IR5811FCPL0DOLRBDNIH81
[2023.01.21-22.20.32:159][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/IR5811FCPL0DOLRBDNIH81B90B9D964DACCDDA13A48BB7EE72CE0C.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/9/2M/IR5811FCPL0DOLRBDNIH81.uasset'
[2023.01.21-22.20.32:168][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/0/RE/D0V4E672YSDNDQQC25SJA1
[2023.01.21-22.20.32:169][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/D0V4E672YSDNDQQC25SJA1D22625CE4A352BC8FBA879A06A728800.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/0/RE/D0V4E672YSDNDQQC25SJA1.uasset'
[2023.01.21-22.20.32:171][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/E/3M/SX0WUBIYA6ZO7W2910RSCW
[2023.01.21-22.20.32:171][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/SX0WUBIYA6ZO7W2910RSCW102B3E74453D66C445871CB3F28C7C21.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/E/3M/SX0WUBIYA6ZO7W2910RSCW.uasset'
[2023.01.21-22.20.32:174][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/ZH/1UPKS0KYO2ODHQI2FKTYEC
[2023.01.21-22.20.32:174][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/1UPKS0KYO2ODHQI2FKTYEC251987EE4368D9B71C85FEBC6731AEC7.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/ZH/1UPKS0KYO2ODHQI2FKTYEC.uasset'
[2023.01.21-22.20.32:176][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/3/JK/78BUAYYOXW61691EQ4HHAA
[2023.01.21-22.20.32:176][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/78BUAYYOXW61691EQ4HHAA92A1C68440CCBB155C81669CD2686A1A.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/3/JK/78BUAYYOXW61691EQ4HHAA.uasset'
[2023.01.21-22.20.32:178][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/HO/CCOAKB05NKOOGE5PUMCYAL
[2023.01.21-22.20.32:178][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/CCOAKB05NKOOGE5PUMCYAL343530164C6AE9F084735386CF43109A.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/HO/CCOAKB05NKOOGE5PUMCYAL.uasset'
[2023.01.21-22.20.32:181][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/N3/JU9K15QD27IYGFRHL3JCNY
[2023.01.21-22.20.32:181][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/JU9K15QD27IYGFRHL3JCNYAA6F1D1D478101DD263091A179BD1ADE.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/N3/JU9K15QD27IYGFRHL3JCNY.uasset'
[2023.01.21-22.20.32:184][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/76/UWNQOYYOYCBJQG71YI9S8Q
[2023.01.21-22.20.32:184][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/UWNQOYYOYCBJQG71YI9S8Q8C8C83B54240C115645838A0CD3C89AA.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/76/UWNQOYYOYCBJQG71YI9S8Q.uasset'
[2023.01.21-22.20.32:186][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/4/99/5V8ZANTTN7ZMXXZKD98NUV
[2023.01.21-22.20.32:186][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/5V8ZANTTN7ZMXXZKD98NUV90CD22424B05A48EDCC68CB32261577D.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/4/99/5V8ZANTTN7ZMXXZKD98NUV.uasset'
[2023.01.21-22.20.32:189][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/GE/OCZBPM4UVDQXWM72GRBYL9
[2023.01.21-22.20.32:189][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/OCZBPM4UVDQXWM72GRBYL930EF076F487302DACC2EDCBEDACBACF6.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/GE/OCZBPM4UVDQXWM72GRBYL9.uasset'
[2023.01.21-22.20.32:191][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/MC/Z8EGLGPQQHVBJIGMTICZXU
[2023.01.21-22.20.32:191][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/Z8EGLGPQQHVBJIGMTICZXU8C00387041F59702A3C897BA84379CF2.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/MC/Z8EGLGPQQHVBJIGMTICZXU.uasset'
[2023.01.21-22.20.32:193][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/61/BBN0XN2FEC2OEAIYFN7K4D
[2023.01.21-22.20.32:193][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/BBN0XN2FEC2OEAIYFN7K4D4396B1AD4281ED23429542B389756E9F.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/61/BBN0XN2FEC2OEAIYFN7K4D.uasset'
[2023.01.21-22.20.32:196][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/8/FT/LUBKJM1GJ13Q8FD453AIGD
[2023.01.21-22.20.32:196][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/LUBKJM1GJ13Q8FD453AIGD8C0BB04F4E0C86B7ECD7CBACFDC5A5B4.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/8/FT/LUBKJM1GJ13Q8FD453AIGD.uasset'
[2023.01.21-22.20.32:199][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/C/KC/VVJPVYO0BNW8SVYLILRQIW
[2023.01.21-22.20.32:199][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/VVJPVYO0BNW8SVYLILRQIW41F615D84E7208C84244A4BA1D13B353.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/C/KC/VVJPVYO0BNW8SVYLILRQIW.uasset'
[2023.01.21-22.20.32:201][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/8/OT/KQMM7FMXYL9CEI1TBXT1VP
[2023.01.21-22.20.32:201][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/KQMM7FMXYL9CEI1TBXT1VP68665E3B43C3E24777B35B9DB5EF6BB5.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/8/OT/KQMM7FMXYL9CEI1TBXT1VP.uasset'
[2023.01.21-22.20.32:204][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/GK/Z80DB2ERB9L5HWTCWWKMRO
[2023.01.21-22.20.32:204][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/Z80DB2ERB9L5HWTCWWKMRO984CEAD441725CEC8E12BC996C22315F.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/5/GK/Z80DB2ERB9L5HWTCWWKMRO.uasset'
[2023.01.21-22.20.32:206][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/3/R5/TK9QZU311UGHOP75HSACDG
[2023.01.21-22.20.32:207][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/TK9QZU311UGHOP75HSACDGE53E4C4C44EE49971C7539B03835E7BA.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/3/R5/TK9QZU311UGHOP75HSACDG.uasset'
[2023.01.21-22.20.32:209][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/0/VT/O8ILO8AAOBXGVVEUQ63FAF
[2023.01.21-22.20.32:209][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/O8ILO8AAOBXGVVEUQ63FAFD7E8AF2F41B1737FB2A2BAAED77B39FF.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/0/VT/O8ILO8AAOBXGVVEUQ63FAF.uasset'
[2023.01.21-22.20.32:212][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/8K/93BM915F84MXMA9NCCWM3K
[2023.01.21-22.20.32:212][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/93BM915F84MXMA9NCCWM3KF7B73E6A453D723A3D8D27B740785194.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/2/8K/93BM915F84MXMA9NCCWM3K.uasset'
[2023.01.21-22.20.32:214][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/E/Z7/S2F978ZNWJ8OSDTR81L4ON
[2023.01.21-22.20.32:214][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/S2F978ZNWJ8OSDTR81L4ON8ED3DF3B4FF5B05414866188B7D703C0.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/E/Z7/S2F978ZNWJ8OSDTR81L4ON.uasset'
[2023.01.21-22.20.32:216][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/1K/DSX0OFJ3KWI2KNGDREVP1H
[2023.01.21-22.20.32:216][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/DSX0OFJ3KWI2KNGDREVP1H220C721A46D1946E1B03EE8C054FD6F7.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/1K/DSX0OFJ3KWI2KNGDREVP1H.uasset'
[2023.01.21-22.20.32:219][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/SS/4LIYV40VPYGAOS2IOXZJ77
[2023.01.21-22.20.32:219][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/4LIYV40VPYGAOS2IOXZJ77F572146F4425F7DDAE6654B0F7ACBF92.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/6/SS/4LIYV40VPYGAOS2IOXZJ77.uasset'
[2023.01.21-22.20.32:221][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/A/21/GWWM5J463ZJRZQ4UERGJH5
[2023.01.21-22.20.32:221][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/GWWM5J463ZJRZQ4UERGJH5BE0F84134D32535E9386EAB76D671598.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/A/21/GWWM5J463ZJRZQ4UERGJH5.uasset'
[2023.01.21-22.20.32:224][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/GL/U7FMAS2ORCZS5ZYO4M5KR4
[2023.01.21-22.20.32:224][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/U7FMAS2ORCZS5ZYO4M5KR4DE2E11AD4E885BBB95089F8DB628FE7F.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/D/GL/U7FMAS2ORCZS5ZYO4M5KR4.uasset'
[2023.01.21-22.20.32:226][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/7/CA/LGYNMV2Z2OUPRIEZT2XNPX
[2023.01.21-22.20.32:227][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/LGYNMV2Z2OUPRIEZT2XNPXE8B77B52443DE0FB9A7377B401252817.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/7/CA/LGYNMV2Z2OUPRIEZT2XNPX.uasset'
[2023.01.21-22.20.32:229][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/1/3W/4DHDSIY4CYW51GQWQWVTEZ
[2023.01.21-22.20.32:229][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/4DHDSIY4CYW51GQWQWVTEZC48A2A74480EBB297A2E7DB8E9B21C8E.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/1/3W/4DHDSIY4CYW51GQWQWVTEZ.uasset'
[2023.01.21-22.20.32:231][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/1/DU/VZNRCU0NHHAOWZMZQ56QVA
[2023.01.21-22.20.32:231][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/VZNRCU0NHHAOWZMZQ56QVAFFBD0CF549F3BBAF7F167A9686024873.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/1/DU/VZNRCU0NHHAOWZMZQ56QVA.uasset'
[2023.01.21-22.20.32:233][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/C/I1/HNDSRGBVXLGD7E0EN2XLJO
[2023.01.21-22.20.32:233][766]LogSavePackage: Moving '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Saved/HNDSRGBVXLGD7E0EN2XLJO93702C564111E0F531860EA99A1F6EFA.tmp' to '../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/C/I1/HNDSRGBVXLGD7E0EN2XLJO.uasset'
[2023.01.21-22.20.32:236][766]LogSavePackage: Moving output files for package: /Game/__ExternalActors__/FirstPerson/Maps/FirstPersonMap/9/UQ/9XZ4I04SLLM6UA9NS5TNHV
