Log file open, 01/22/23 12:54:34
[2023.01.22-11.54.45:869][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default.umap" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Maps/Minimal_Default.umap"
[2023.01.22-11.54.45:876][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Maps/Minimal_Default_BuiltData.uasset"
[2023.01.22-11.54.45:880][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap.umap" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Maps/StarterMap.umap"
[2023.01.22-11.54.45:897][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Maps/StarterMap_BuiltData.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Maps/StarterMap_BuiltData.uasset"
[2023.01.22-11.54.45:903][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Copper.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Metal_Copper.uasset"
[2023.01.22-11.54.45:909][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Gold.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Metal_Gold.uasset"
[2023.01.22-11.54.45:914][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Rust.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Metal_Rust.uasset"
[2023.01.22-11.54.45:918][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Metal_Steel.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Metal_Steel.uasset"
[2023.01.22-11.54.45:925][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Basalt.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Rock_Basalt.uasset"
[2023.01.22-11.54.45:930][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset"
[2023.01.22-11.54.45:936][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Sandstone.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Rock_Sandstone.uasset"
[2023.01.22-11.54.45:940][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Rock_Slate.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Rock_Slate.uasset"
[2023.01.22-11.54.45:946][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset"
[2023.01.22-11.54.45:952][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset"
[2023.01.22-11.54.45:958][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset"
[2023.01.22-11.54.45:963][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Tech_Panel.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Tech_Panel.uasset"
[2023.01.22-11.54.45:968][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Lake.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Water_Lake.uasset"
[2023.01.22-11.54.45:974][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Water_Ocean.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Water_Ocean.uasset"
[2023.01.22-11.54.45:979][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset"
[2023.01.22-11.54.45:986][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset"
[2023.01.22-11.54.45:991][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Oak.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Wood_Oak.uasset"
[2023.01.22-11.54.45:996][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Pine.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Wood_Pine.uasset"
[2023.01.22-11.54.46:001][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Materials/M_Wood_Walnut.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Materials/M_Wood_Walnut.uasset"
[2023.01.22-11.54.46:017][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_Beveled_D.uasset"
[2023.01.22-11.54.46:032][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_Beveled_M.uasset"
[2023.01.22-11.54.46:103][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_Beveled_N.uasset"
[2023.01.22-11.54.46:116][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_New_D.uasset"
[2023.01.22-11.54.46:130][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_New_M.uasset"
[2023.01.22-11.54.46:205][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_New_N.uasset"
[2023.01.22-11.54.46:224][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_Old_D.uasset"
[2023.01.22-11.54.46:235][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Clay_Old_N.uasset"
[2023.01.22-11.54.46:248][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Cut_Stone_D.uasset"
[2023.01.22-11.54.46:257][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Cut_Stone_N.uasset"
[2023.01.22-11.54.46:272][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Hewn_Stone_D.uasset"
[2023.01.22-11.54.46:283][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Hewn_Stone_M.uasset"
[2023.01.22-11.54.46:294][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Brick_Hewn_Stone_N.uasset"
[2023.01.22-11.54.46:300][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Burst_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Burst_M.uasset"
[2023.01.22-11.54.46:305][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Bush_D.uasset"
[2023.01.22-11.54.46:311][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Bush_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Bush_N.uasset"
[2023.01.22-11.54.46:317][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Ceramic_Tile_M.uasset"
[2023.01.22-11.54.46:323][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Ceramic_Tile_N.uasset"
[2023.01.22-11.54.46:328][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Chair_M.uasset"
[2023.01.22-11.54.46:335][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Chair_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Chair_N.uasset"
[2023.01.22-11.54.46:343][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Checker_Noise_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Checker_Noise_M.uasset"
[2023.01.22-11.54.46:409][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Pebble_D.uasset"
[2023.01.22-11.54.46:415][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Pebble_M.uasset"
[2023.01.22-11.54.46:428][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Pebble_N.uasset"
[2023.01.22-11.54.46:434][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cone.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Cone.uasset"
[2023.01.22-11.54.46:440][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cube.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Cube.uasset"
[2023.01.22-11.54.46:445][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Cylinder.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Cylinder.uasset"
[2023.01.22-11.54.46:449][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset"
[2023.01.22-11.54.46:455][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Pipe.uasset"
[2023.01.22-11.54.46:464][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_180.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Pipe_180.uasset"
[2023.01.22-11.54.46:468][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Pipe_90.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Pipe_90.uasset"
[2023.01.22-11.54.46:474][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Plane.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Plane.uasset"
[2023.01.22-11.54.46:480][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_QuadPyramid.uasset"
[2023.01.22-11.54.46:485][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Sphere.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Sphere.uasset"
[2023.01.22-11.54.46:491][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Torus.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Torus.uasset"
[2023.01.22-11.54.46:500][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Trim.uasset"
[2023.01.22-11.54.46:507][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Trim_90_In.uasset"
[2023.01.22-11.54.46:512][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Trim_90_Out.uasset"
[2023.01.22-11.54.46:516][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_TriPyramid.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_TriPyramid.uasset"
[2023.01.22-11.54.46:522][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Tube.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Tube.uasset"
[2023.01.22-11.54.46:528][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_A.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Wedge_A.uasset"
[2023.01.22-11.54.46:534][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_Wedge_B.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_Wedge_B.uasset"
[2023.01.22-11.54.46:539][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Shapes/Shape_WideCapsule.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Shapes/Shape_WideCapsule.uasset"
[2023.01.22-11.54.46:546][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Rough_D.uasset"
[2023.01.22-11.54.46:556][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Rough_N.uasset"
[2023.01.22-11.54.46:631][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Smooth_D.uasset"
[2023.01.22-11.54.46:639][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Smooth_M.uasset"
[2023.01.22-11.54.46:653][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_CobbleStone_Smooth_N.uasset"
[2023.01.22-11.54.46:667][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Grime_D.uasset"
[2023.01.22-11.54.46:677][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Panels_D.uasset"
[2023.01.22-11.54.46:688][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Panels_N.uasset"
[2023.01.22-11.54.46:702][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Poured_D.uasset"
[2023.01.22-11.54.46:712][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Poured_N.uasset"
[2023.01.22-11.54.46:721][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Tiles_D.uasset"
[2023.01.22-11.54.46:731][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Tiles_M.uasset"
[2023.01.22-11.54.46:742][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Tiles_N.uasset"
[2023.01.22-11.54.46:743][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Concrete_Tiles_Variation_M.uasset"
[2023.01.22-11.54.46:753][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Detail_Rocky_N.uasset"
[2023.01.22-11.54.46:758][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Door_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Door_M.uasset"
[2023.01.22-11.54.46:767][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Door_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Door_N.uasset"
[2023.01.22-11.54.46:775][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Dust_Particle_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Dust_Particle_D.uasset"
[2023.01.22-11.54.46:784][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Explosion_SubUV.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Explosion_SubUV.uasset"
[2023.01.22-11.54.46:790][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Fire_SubUV.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Fire_SubUV.uasset"
[2023.01.22-11.54.46:797][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Fire_Tiled_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Fire_Tiled_D.uasset"
[2023.01.22-11.54.46:806][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Frame_M.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Frame_M.uasset"
[2023.01.22-11.54.46:813][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Frame_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Frame_N.uasset"
[2023.01.22-11.54.46:814][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Gradinet_01.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Gradinet_01.uasset"
[2023.01.22-11.54.46:828][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Grass_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Ground_Grass_D.uasset"
[2023.01.22-11.54.46:841][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Grass_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Ground_Grass_N.uasset"
[2023.01.22-11.54.46:909][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Gravel_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Ground_Gravel_D.uasset"
[2023.01.22-11.54.46:920][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_Ground_Gravel_N.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_Ground_Gravel_N.uasset"
[2023.01.22-11.54.46:988][  0]LogPackFactory: Copied "../../../Samples/StarterContent/Content/StarterContent/Textures/T_ground_Moss_D.uasset" to "../../../../../../Users/wikto/OneDrive/Pulpit/UnrealGame-main/Game 5.1/Content/StarterContent/Textures/T_ground_Moss_D.uasset"
